gen,id,i_c->o_m2,i_m2->o_m3,i_m2->o_m2,i_m3->o_m3,i_j2->o_m2,i_devx->o_m3,i_j5->o_m2,i_j6->o_m2,i_j1->o_m3,i_ca->o_m3,i_j0->o_m3,i_j0->o_m2,i_m2->h_0,h_0->o_m2,i_c->h_0,i_devy->o_m2,i_j3->o_m2,i_devy->o_m3,i_j2->o_m3,i_j1->o_m2,i_j6->o_m3,i_m3->h_0,h_0->o_m3,i_j7->o_m3,i_j3->o_m3,i_j4->o_m2,i_devy->h_0,i_j2->h_0,i_ca->o_m2,i_c->o_m3,i_m2->h_1,h_1->h_0,i_j0->h_1,h_1->o_m2,i_m3->o_m2,i_j6->h_1,h_1->o_m3,i_devx->o_m2,i_j5->o_m3,i_devy->h_1,i_j2->h_2,h_2->o_m3,i_devx->h_2,h_2->h_0,i_m2->h_2,i_j1->h_2,h_2->o_m2,i_j7->o_m2,h_0->h_2,i_j3->h_2,i_m3->h_2,i_j6->h_2,i_j5->h_2,i_j4->o_m3,i_m2->h_3,h_3->h_0,i_j1->h_3,h_3->o_m3,i_m2->h_4,h_4->h_0,h_3->o_m2,i_j5->h_3,i_j2->h_3,i_c->h_3,i_j6->h_3,h_3->h_2,i_m3->h_4,h_4->o_m3,i_j3->h_4,h_1->h_4,i_c->h_4,h_4->o_m2,i_m2->h_5,h_5->h_0,i_j3->h_5,h_5->h_4,i_j2->h_6,h_6->h_0,i_devy->h_6,h_6->o_m3,h_3->h_6,i_j5->h_5,h_5->o_m2,h_6->o_m2,i_j1->h_6,h_4->h_7,h_7->o_m3,h_0->h_7,i_j5->h_7,i_j6->h_8,h_8->h_1,i_devy->h_8,h_8->o_m2,h_5->o_m3,h_7->o_m2,h_4->h_8,h_8->h_7,i_j3->h_8,h_8->h_5,i_m2->h_8,i_j3->h_9,h_9->o_m2,i_j5->h_8,h_3->h_8,h_8->h_6,h_1->h_8,h_8->o_m3,i_m2->h_9,h_9->h_5,i_j5->h_9,i_j2->h_8,h_2->h_8,i_devx->h_9,h_9->o_m3,i_devy->h_9,h_0->h_9,i_j1->h_10,h_10->o_m3,i_j3->h_10,h_10->o_m2,h_9->h_4,i_j2->h_9,h_9->h_0,i_devy->h_10
76,74-0,1.5349602002590492,0.9743162589688229,-1.3097717926746655,-1.109188789299764,-0.11960186659879987,0.6831160224531494,0.06198753008309634,0.11020609663497238,-0.04814424586663993,,0.5941615883290426,0.31492861570576147,-0.9417986638303624,0.7201226393735044,,0.11760256235334898,0.2635797593525319,0.3609449282543193,0.6287232994537558,0.4701386586560077,0.5197399642852726,,1.0617180490620934,0.17796198543534236,0.6493258561133435,,,0.6536750460639768,0.7145187742912247,0.8731140450816846,,,,0.11218064105449395,0.3952302322362995,0.6952193395806691,1.0383023341264983,,0.9811877680092812,0.38484182798560224,,0.9916911466412137,,,,,1.3738659815576426e-05,,,,,0.3814210323394383,,,,,,0.8485169466071154,,,0.06776074478278321,,,0.9698104051003527,,,,1.0,0.2785916775144045,0.9150946737450241,,,,,0.6220838887448386,0.8838236726773585,,,,0.9250216147490372,1.0,,,0.8985300773348702,,,1.0385864743350204,,0.9604873275129491,,,0.11760256235334898,0.9970948416157223,0.06189432010589835,,,,,,,,1.0,,,,,1.0,,,,,0.9916911466412137,,,,0.7056526693809013,,,,,,,,
