x,y,z,scale,itl,pwr,def,mbl,stl,num_circle,num_triangle,num_square,num_pentagon,num_hexagon,spread_circle,spread_triangle,spread_square,spread_pentagon,spread_hexagon,fov_circle,fov_triangle,fov_square,fov_pentagon,fov_hexagon,generation
-25.265308,57.477055,0.0,1.0,0.6626945787914349,3.71087218646866,2.4388803988065995,0.3057161597606126,2.92174694104982,4,0,0,0,0,0.5235987755982988,0.6108916782611767,0.5235987755982988,0.5235987755982988,0.4578237058485679,0.6195843004046846,0.596329302922235,0.5235987755982988,0.5858165932332002,0.5898190098587783,8
331.2435607910156,376.6025390625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0
-118.36176300048828,131.38294982910156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0
2.1159791946411133,58.34330749511719,0.0,1.0,0.0,1.839571570181893,1.5904729161078062,0.0,0.0,3,0,0,0,0,0.5235987755982988,0.6235650265573721,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5893240532100621,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,1
-157.7226104736328,104.94104766845705,0.0,1.0,1.9266276526939423,1.9392292966324984,1.0729051889719114,0.0,0.0,3,0,0,0,1,0.5235987755982988,0.6235650265573721,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5893240532100621,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,2
-80.20988464355469,-26.47170066833496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0
-3.613891839981079,104.39886474609376,0.0,1.0,0.612937691531513,0.0,0.0,0.954618530690396,0.0,3,0,0,0,0,0.5235987755982988,0.4596223346042167,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.4619994363097184,1
18.118621826171875,-40.44935607910156,0.0,1.0,0.8319314937313775,0.0110455424845059,0.6614999065984399,1.515227205060758,0.0,3,0,0,0,1,0.5235987755982988,0.3859886100193548,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.482112270959977,0.4619994363097184,2
51.858360290527344,140.14207458496094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0.5235987755982988,0
-136.71067810058594,65.156982421875,0.0,1.0,0.0,1.767877447588453,0.0,0.0,1.4910032490251353,3,0,0,0,0,0.5235987755982988,0.5235987755982988,0.5643187614516401,0.5235987755982988,0.5235987755982988,0.5855068740736235,0.5235987755982988,0.4299677782990072,0.5235987755982988,0.4592397391414735,1
