gen,id,i_j6->o_m2,i_m3->o_m3,i_j6->h_0,h_0->o_m2,i_j7->o_m3,h_0->h_1,h_1->o_m2,h_0->o_m3,i_m3->h_2,h_2->o_m3,h_2->h_3,h_3->o_m3,h_0->h_4,h_4->o_m2,i_j5->o_m3,h_4->h_5,h_5->o_m2,i_j6->h_6,h_6->h_0,h_5->h_7,h_7->o_m2,i_j0->o_m3,i_c->o_m3,h_0->h_8,h_8->h_4,i_j5->o_m2,i_j0->h_9,h_9->o_m3,i_j3->o_m2,i_j7->o_m2,i_j0->o_m2,i_j7->h_0,i_j7->h_1,h_1->h_0,i_j7->h_2,h_2->h_1,h_0->h_3,h_3->h_4,h_4->o_m3,i_j1->o_m2,h_3->h_5,h_5->h_4,h_1->o_m3,i_j4->o_m3,i_j5->h_6,h_6->o_m3,h_3->o_m2,h_6->h_7,h_7->o_m3,i_j0->h_8,h_8->o_m2,h_3->h_9,h_9->o_m2,i_j4->o_m2,i_m3->o_m2,i_j4->h_0,i_c->o_m2,i_j4->h_1,i_c->h_2,h_2->o_m2,i_c->h_3,h_3->h_2,i_j6->o_m3,i_m2->o_m3,i_c->h_5,h_5->h_3,i_j3->o_m3,h_3->h_6,h_6->h_2,h_3->h_7,h_7->h_6,h_6->h_8,h_8->h_2,h_8->h_9,h_9->h_2,i_j1->o_m3,i_j3->h_2,h_1->h_4,i_ca->o_m2,i_j0->h_5,i_ca->h_6,h_6->o_m2,i_m3->h_8,h_8->o_m3,h_7->h_9,i_j2->o_m3,i_j2->h_0,i_j2->h_1,i_j6->h_2,i_j2->h_3,h_3->h_1,h_4->h_1,i_j3->h_5,h_5->o_m3,h_2->h_6,i_j3->h_7,h_7->h_5,i_j2->h_8,h_8->h_3,h_9->h_3,i_m2->o_m2,i_j0->h_0,i_j0->h_1,i_m3->h_3,h_2->h_4,h_0->h_5,i_m2->h_6,i_j5->h_7,h_4->h_8,h_4->h_9,h_9->h_8,h_1->h_2,h_2->h_0,i_j4->h_3,i_j4->h_4,h_4->h_3,h_2->h_5,i_j4->h_7,h_7->h_4,h_1->h_8,i_j7->h_6,i_j7->h_7,h_7->h_8,h_3->h_0,h_4->h_0,i_m3->h_5,h_4->h_6,h_7->h_0,h_3->h_8,i_j2->o_m2,i_j1->h_0,i_j1->h_3,i_j1->h_4,h_0->h_6,h_6->h_1,h_1->h_7,h_8->h_7,h_5->h_9,i_c->h_0,i_m3->h_1,i_j0->h_2,h_1->h_3,i_c->h_4,h_5->h_6,h_6->h_4,h_4->h_7,h_6->h_9,i_j3->h_0,i_j3->h_1,i_ca->o_m3,i_j5->h_5,h_9->h_6,i_m2->h_2,h_9->h_4,h_9->h_5,i_j0->h_7,h_5->h_2,i_c->h_6,i_c->h_7,h_7->h_3,i_m2->h_9,i_j4->h_2,i_ca->h_3,i_j0->h_4,i_ca->h_9,i_j3->h_4,i_m2->h_5,i_j0->h_6,i_m3->h_7,h_2->h_8,i_j4->h_9,i_j3->h_3,i_m3->h_4,h_4->h_2,h_0->h_7,i_j6->h_8,i_j2->h_9,h_4->h_4,h_1->h_5,i_m2->h_3,i_j6->h_5,i_ca->h_2,i_m2->h_4,h_1->h_9,i_j6->h_3,h_0->h_2,i_ca->h_4,i_j6->h_7,h_6->h_3,i_c->h_8,i_j2->h_5
214,213-2,,0.1699016692275974,,0.2007378693682765,,,,0.6215943292533551,,,,0.5999492454769578,,0.6377696332937868,-0.84917735703567,,,,,,,,1.0835078013093848,,,,,-0.5719959055041801,,,,,,,,,,,,-0.8430947183294175,,,,1.3041787967665484,,,-0.7489262733816182,,-0.6305262151997144,,0.9185552483230548,,,,-0.2054769883180575,,,,,,,,,1.5801166609512851,,,,,,,,,,,,,,,,,,,,-0.7424566959967838,,-0.5247579536362788,,,,,,,,,,,,,,,1.5732980341763616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3433884747685549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,214-1,-0.0718778446042932,0.1768395325814255,,0.0541880126009755,,,-0.4166175299394817,0.4798904276783126,,,,,,0.7191510291463634,-0.7884198641747753,,-0.8319121254380435,,,,,,0.937073515388134,,,,,,,,,,,,,,,,-0.5308481908109974,,,,,1.3626133018976834,,,,,-0.855397244685527,,,,0.4220257217183408,,-0.1706973323535819,,,,,,,,,1.4239082233716154,,,0.8415774722750078,,,,,,,,,,,,0.957158388923797,,,,,,,-0.4098435022332386,,,,,,,,,,,,,,,1.5910445028262388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4087595597697056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,215-1,0.0487586522986712,0.1703758708898754,,,,,-0.4166239967316296,,,,,,,0.6995144062677655,,,-0.8319121254380435,,,,,,0.8529897013111456,,,,,-0.7527703805420707,,,,,,,,,,,,,,,,1.3393055810822478,,,,,-0.8774021201145661,,,,0.5130633353423326,,-0.2830548894461571,,,,,,,,,1.6278395774892682,,,,,,,,,,,,,,,0.949944637614588,,,,,,,-0.3553901043998747,,,,,,,,,,,,,,,1.5610018977175866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3929860856251021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,216-0,0.1127701567598051,0.1724653367861907,,0.1351364485349153,,,-0.4009508523379934,0.9454971209656082,,,,,,,-0.7524730789969705,,-0.8155998706008742,,,,,,1.0489606053715923,,,,,,,,,,,,,,,,-0.5307922107892038,,,,,1.3468658680129495,,,,,-0.902773272560732,,,,0.4221139599903021,,-0.2466969990836102,,,,,,,,,1.6164965748714872,,,0.8415774722750078,,,,,,,,,-0.9815224335329392,,,0.9170235869868962,,,,,,,-0.4655435337477376,,,,,,,,,,,,,,,1.547317362854855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2109188292109285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,217-1,0.1127701567598051,0.1724653367861907,,0.1351364485349153,,,-0.3432967466489631,0.9454971209656082,,,,,,,-0.7524730789969705,,,,,,,,1.1613693114118442,,,,,,,,,,,,,,,,-0.5307922107892038,,,,,1.5723766205963303,,,,,-0.902773272560732,,,,0.4221139599903021,,-0.3049286219271062,,,,,,,,,1.6164965748714872,,,0.7377479486057898,,,,,,,,,-0.905101144568006,,,0.9170235869868962,,,,,,,-0.4655435337477376,,,,,,,,,,,,,,,1.6561985110403294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3551415768453642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,218-0,,0.1718904894985623,,,,,-0.3634703091338088,,,,,-1.0442472150305977,,0.6995144062677655,,,,,,,,,1.0360815666422358,,,,,-0.7532956347823259,,,,,,,,,,,,-0.9666827737798528,,,,1.5082548490346726,,,,,-0.8957932408725362,,,,0.3675050408655692,,-0.2181737713316647,,,,,0.4942484880859286,,,0.6018402014492072,1.6383593690210958,,,,,,,,,,,,,,,0.9260807229241608,,,,,-1.0338420507848205,,-0.435238468613508,,,,,,,,,,,,,,,1.630008318103229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3655532391089243,,,,,,,,,,,,,,,,,,,,0.3778570128791689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,219-0,0.1655086082416054,0.1709650832414999,,0.1820110425225875,,,-0.4122042977636738,,,-0.8314808504519486,,0.6922813984981353,,,,,-0.8273122025343701,,,,,,0.8026912907384711,,,,,,,,,,,,,,,,-0.5307922107892038,,,,,1.341437520373169,,,,,,,,,,,-0.0787901366030512,,,,,-0.2622063192746089,,,-0.6854316910466121,1.5482037993232511,,,,,,,,,,,,-0.9815224335329392,,,0.9406611696754869,,,,,,,-0.6223294657704858,,,,,,,,,,,,,,,1.423916377969746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5538974100997556,,,,,,,,,,,,,,,,,,,,-0.6338620102064965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,220-0,0.1366268529942408,0.1713668285188396,,,,,-0.5101227400992486,,,-0.7134554205450889,,0.5886807717208058,,,,,-0.8273122025343701,,,,,,0.6744565235557407,,,,,,,,,,,,,,,,-0.5307922107892038,,,,,1.4622598001874825,,,,,,,,,,,-0.0815825274687025,,,,,-0.2046659557442662,,,-0.6854316910466121,1.599364119141902,,,,,,,,,,,,-0.8377680417545866,,,0.820062215935544,,,,,,,-0.5143328714583764,,,,,,,,,,,,,,,1.4362695155912046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4277110479223002,,,,,,,,,,,,,,,,,,,,-0.6338620102064965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,220-0,0.1366268529942408,0.1713668285188396,,,,,-0.5101227400992486,,,-0.7846830428961785,,0.5886807717208058,,,-0.5701720740694416,,-1.0408059991992482,,,,,,0.8082232609579617,,,,,,,,,,,,,,,,-0.5307922107892038,-0.2942852378749621,,,,1.4622598001874825,,,,,,,,,,,-0.0815825274687025,,,,,-0.0449081217675989,,,-0.6854316910466121,1.599364119141902,,,,,,,,,,,,,,,0.820062215935544,,,,,,,-0.5143328714583764,,,,,,,,,,,,,,,1.4362695155912046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4277110479223002,,,,,,,,,,,,,,,,,,,,-0.6338620102064965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,222-0,0.1366268529942408,0.1931414831148063,,,,,-0.489032759317734,,,-0.8093549577748196,,0.5886807717208058,,,-0.5701720740694416,,-0.9185496554765048,,,,,,0.7677286182329944,,,,,,,,,,,,,,,,-0.5307922107892038,-0.2942852378749621,,,,1.4546062363771095,,,,,,,,,,,-0.1140577211372085,,,,,0.1014577766014278,,,-0.6854316910466121,1.7684673573806786,,,,,,,,,,,,,,,0.8467231771261792,,,,,,,-0.5305599414398672,,,,,,,,,,,,,,,1.4440382826208908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4357044029260973,,,,,,,,,,,,,,,,,,,,-0.6338620102064965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,223-2,0.1923886778871865,0.1427117980854731,,0.3074473216336715,,,-0.4769813415177491,1.0347748316743126,,,,,,,-0.6026607791689189,,,,,,,0.976548131366241,0.7571553086477585,,,,,,,,,,,,,,,,,,,,,1.3990304790098136,,,,,-0.7296321848212632,,,,0.2888709375724229,,-0.1155110146186213,,,,,,,,,1.7066563555008962,,,0.7648171154715976,,,,,,,,,-0.800415974201365,,,0.8395905519075789,,,-0.7169119394936284,,,,,,,,,,,,0.1922182211430951,,,,,,,1.205525685180074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5143043742875862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,224-1,,0.14900632285516,,,,,-0.4089299964161391,1.0347748316743126,,-0.9438016689387704,,0.7059709993303668,,,,,-0.9392037099659254,,,,-0.652532037884456,0.4869518714902718,0.766966115565754,,,,,,,,,,,,,,,,,,,,0.0972449143590998,1.5568025487902637,,,,,,,-0.9383693991445156,,0.3044395478396517,,-0.1071042099764079,,,,,,,,,1.4688089748701405,,,,,,,,,,,,,,,,,,-0.9390669052760244,,,,-0.545566946627574,,,,,,,,,,,,,,,1.2845800733900323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5304036253976846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,223-2,0.1923886778871865,0.1427117980854731,,0.3941498572880922,,,-0.4769813415177491,,,,,,,,-0.6026607791689189,,,,,,,0.976548131366241,0.6379873674765786,,,,,,,,,,,,,,,,,,,,,1.501752123369256,,,,,-0.5256562360780521,,,,0.3049623542864816,,-0.1155110146186213,,,,,,,,0.2219508549595197,1.8633710685175229,,,0.6611327222851319,,,,,,,,,-0.800415974201365,,,0.8395905519075789,,,-0.6396798752912558,,,,,,,,,,,,0.1922182211430951,,,,,,,1.205525685180074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5143043742875862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,226-1,0.1344560557497034,0.1514074281469387,,,,,-0.3546265488906935,,,-0.8652648910839679,,0.6096688109399309,,,-0.7151789527964102,,-0.8891239379825557,,,,,,0.641729572969596,,,,,-0.13592539473921,,,,,,,,,,,-0.5480627433703389,,,,,1.4297052063299072,,,,,,,,,,,-0.1216822305632065,,,,,0.4058105238601913,,,,1.579519830786829,,,,,,,,,,,,,,,1.0224723014985748,,,,,,,-0.5958573567513394,,,,,,,,-0.7126838887707585,,,,,,,1.265149655796058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3600841285124417,,,,,,,,,,,,,,,,,,,,-0.6757984942638858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,226-1,0.1344560557497034,0.2433221250143773,,,,,,,,-0.8652648910839679,,0.6096688109399309,,,-0.6803254332552479,,-0.6624470256858472,,,,,,0.641729572969596,,,,,-0.13592539473921,,,,,,,,,,,-0.4121153828446288,,,,,1.4564008874710197,,,,,,,,,,,-0.1216822305632065,,,,,0.2144413327928758,,,,1.579519830786829,,,,,,,,,,,,,,,1.0224723014985748,,,,,,,-0.5958573567513394,,,,,,,,-0.7126838887707585,,,,,,,1.265149655796058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3600841285124417,,,,,,,,,,,,,,,,,,,,-0.6757984942638858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,226-1,0.1344560557497034,0.2433221250143773,,,,,,,,-0.8652648910839679,,0.6096688109399309,,,-0.6803254332552479,,-0.6624470256858472,,,,,,0.641729572969596,,,,,-0.13592539473921,,,,,,,,,,,-0.4121621116571936,,,,,1.4564008874710197,,,,,,,,,,,-0.1216822305632065,,,,,0.0459409877920764,,,,1.579519830786829,,,,,,,,,,,,,,,1.0224723014985748,,,,,-0.7843550604022791,,-0.5958573567513394,,,,,,,,-0.7126838887707585,,,,,,,1.4671498870236162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4447933216066914,,,,,,,,,,,,,,,,,,,,-0.6757984942638858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,229-0,0.1344560557497034,0.2433221250143773,,,,,,,,-0.8652648910839679,,0.6096688109399309,,,-0.6803254332552479,,-0.6624470256858472,,,,,,0.641729572969596,,,,,0.0372420177835321,,,,,,,,,,,-0.3755892297761986,,,,,1.4564008874710197,,0.6876591323355745,,,,,,,-0.3135086106507789,,-0.1216822305632065,,,,,,,,,1.579519830786829,,,,,,,,,,,,,,,1.0224723014985748,,,,,-0.7843550604022791,,-0.3234308687615466,,,,,,,,-0.7126838887707585,,,,,,,1.4671498870236162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6757984942638858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,230-1,,0.2149844077572985,,,,,,,,-0.8415600651725701,,0.5254693365965345,,,-0.8763314779931723,,-0.7943803655862076,,,,,,0.7288631686534968,,,,,0.0255284843261381,,,,,,,,,,,-0.5917383853839342,,,,,1.4412277848356911,,,,,,,,,,,-0.1247015844691718,,,,,,,,,1.7834047951106389,,,,,,,,,,,,,,,1.0224723014985748,,,,,-0.7843550604022791,,-0.622790895530267,,,,,,,,,,,,,,,1.468500927268126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1012114179805442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,231-2,,0.2045551407619499,,,,,,,,-0.8322386591431808,,,,,-0.6266991842479346,,-0.7777118436234389,,,,-0.3205017782507262,,0.751925141260097,,,,,0.0324796256977824,,,,,,,,,,,-0.5105564302919993,,,,,1.4057463864688335,,,,,,,,,,,-0.1272296447021195,,,,,,,,,1.94201240120852,,,,,,,,,,,,,,,1.0856015421055014,,,-0.4384896879459954,,-0.6068390434927607,,-0.740393091047661,,,,,,,,,,,,,,,1.467008410335446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1012114179805442,,,,,,,,,,,,,,,,,,,,-0.2925631244378015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,232-0,,0.0680646441020905,,,,,,,,-0.8336760894352544,,-0.2193189561233402,,,-0.6256774304510543,,-0.7977513176489255,,,,,,0.7440676165159794,,,,,0.0308911395972053,,,,,,,,,,,-0.3900790116568812,,,,,1.4021618457490126,,,,,,,,,-0.3095535679423217,,-0.1222998349108114,,,,,,,,,1.6179156465890416,,,0.3100393491762362,,,,,,,,,,,,0.908750727088956,,,-0.5396133116307766,,,,,,,,,,,,-0.7550148144130853,,,,,,,1.3535258718187464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5412628750118269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,233-1,,0.2059590604980499,,,,,,,,,,-0.3075625963202659,,,-0.6249390752824615,,,,,,,,0.7226595894939127,,,,,0.135637113433341,,,,,,,,,,,,,,,0.9152223393526048,1.406697982986194,,0.5329514214145697,,,,,,,-0.3095535679423217,,-0.1222452257178782,,,,,,,,0.5997146232521819,1.7742700811545051,,,0.2507999379657115,,,,,,,,,,,,1.1617448863402156,,,,,-0.7843550604022791,,-0.6479591155600986,,,,,,,,-0.7550148144130853,,,,,,,1.2871689694140027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6734835440549725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,234-1,0.0419215876962673,0.2401110910834665,,,,,-0.2870391974133472,,,-0.75837004334327,,-0.2640711508499523,,,-0.74725338186778,,,,,,,,0.7310776922193348,,,,,-0.1047924474407073,,,,,,,,,,,-0.3875343651213163,0.1037657962384048,,,0.6790299675092929,1.448706795255348,,,,,,,-0.7960452781631204,,,,-0.1217394942520622,,,,,0.067993977470074,,,,1.6175450465306582,,,,,,,,,,,,,,,1.1522305828937771,,,,,,,,,,,,,,,0.1334494070530508,,,,,,,1.4159425023355656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4784682232254711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,234-0,,0.205244050921235,,,,,,,,,,-0.2539434367399314,,,-0.4221635961314386,,,,,,,,0.9585918643296768,,,,,-0.2934366194144661,,,,,,,,,,,-0.1367504882458294,-0.2568644296856076,,,0.9137061122329064,1.4255066161372454,,,,,,,-0.1329106999934326,,-0.3095535679423217,,-0.1220187942360136,,,,,,,,0.5205278794965131,1.664314574576476,,,0.2507999379657115,,,,,,,,,,,,1.0475171536714252,,,,,-0.7291435532704277,,,,,,,,,,-0.8710064582045314,,,,,,,1.219610689950367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8033746116501226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,234-0,,0.205244050921235,,,,,,,,,,-0.2539434367399314,,,-0.4221635961314386,,,,,,,,0.9585918643296768,,,,,-0.2934366194144661,,,,,,,,,,,-0.1367504882458294,-0.1611021020656119,,,0.9137061122329064,1.4255066161372454,,,,,,,-0.1329106999934326,,-0.3095535679423217,,-0.0894312529890608,,,,,,,,0.5205278794965131,1.664314574576476,,,0.0277588595438518,,,,,,,,,,,,1.0475171536714252,,,,,-0.7291435532704277,,,,,,,,,,-0.786493077069359,,,,,,,1.219610689950367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8084286990064767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,234-0,,0.205244050921235,,,,,,,,,,-0.2539434367399314,,,-0.4572551169327499,,,,,,,,0.9585918643296768,,,,,-0.1631692792488034,,,,,,,,,,,-0.1367504882458294,-0.1611021020656119,,,0.9137061122329064,1.4255066161372454,,,,,,,-0.1329106999934326,,-0.3095535679423217,,-0.0894312529890608,,,,,,,,0.5205278794965131,1.8413547014965348,,,-0.2162887824923394,,,,,,,,,,,,1.0475171536714252,,,,,-0.8969178624711506,,,,,,,,,,-0.786493077069359,,,,,,,1.219610689950367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8084286990064767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,238-1,,0.354611913337326,,,,,,,,,,-0.4962045679513522,,,-0.4148610744903316,,,,,,,,0.7838740421943566,,,,,-0.6715775224568243,,,,,,,,,,,0.1995915757757515,,,,0.6404363293842532,1.6594164345163047,,,,,,,,,-0.2610735537794189,,-0.1220187942360136,,,,,,,,0.5264981311817901,1.664314574576476,,,0.2054725239854545,,,,,,,,,,,,1.1539026984389082,,,0.5831696473827233,,-0.7026699682965178,,,,,,,,,,-0.7888521385144205,,,,,,,1.1875668411900595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7194007628028686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,239-0,,0.2379377520477159,,,,,,,,,,-0.4498630050550562,,,-0.4996255665304433,,,,,,,,0.8416702389115003,,,0.2216234524412068,,,,,,,,,,,,,0.2185921386099371,-0.0212330551551798,,,0.8024205717730385,1.4677818369660818,,,,,-0.4591260954956416,,,,,,-0.2282432482215686,,,,,,,,0.4618969314826693,1.69053683730716,,,-0.1088416945711649,,,,,,,,,,,,1.106449619370387,,,0.6159153440975046,,-0.8597431785612049,,,,,,,,,,-0.8026126926062553,,,,,,,1.167821364086321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.892856802481603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,240-0,,0.4007962729171399,,,,,,,,0.1652994304713131,,-0.4962045679513522,,,-0.4148610744903316,,,,,,,,0.7838740421943566,,,,,-0.9023248506441874,,,,,,,,,,,-0.011897469993519,-0.3170691146551425,,,0.6404363293842532,1.6594164345163047,,,,,,,,,-0.2610735537794189,,-0.1757504602882026,,,,,,,,0.7698179133894192,1.60877715510125,,,0.2054725239854545,,,,,,,,,,,,1.066738881856522,,,0.5831696473827233,,-0.7026699682965178,,,,,,,,,,,,,,,,,1.0184406865634943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7194007628028686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,240-2,,0.2966673665479177,,,,,,,,,,-0.3360377725332785,,,-0.5307529994128405,,,,,,,,0.8319762283141368,,,-0.0552999283571417,,,,,,,,,,,,,,-0.0838037513184949,,,0.7587929497547626,1.4972796762541036,,,,,-0.475488792367549,,,,,,-0.3046866639164789,,,,,,,,0.4992786112880225,1.5907164836217162,,,0.2907376917934783,,,,,,,,,,,,1.260442312014692,,,0.4902413918006885,,-0.7300416097305257,,,,,,,,,,-0.8026126926062553,,,,,,,1.5158641335651963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8470808178087007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,240-2,,0.2966673665479177,,,,,,,,,,-0.552709337503476,,,-0.5307529994128405,,,,,,,,0.8319762283141368,,,-0.0552999283571417,,,,,,,,,,,,,,-0.0838037513184949,,,0.7587929497547626,1.4972796762541036,,,-0.8176007036576871,,-0.475488792367549,,,,,,-0.3046866639164789,,,,,,,,0.4992786112880225,1.5907164836217162,,,0.2907376917934783,,,,,,,,,,,,1.260442312014692,,,0.2505198285933679,,-0.7791402374422296,,,,,,,,,,-0.8026126926062553,,,,,,,1.5158641335651963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8470808178087007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,242-0,,0.2966673665479177,,,,,,,,,,-0.3360377725332785,,,-0.9462524365033368,,,,,,,,0.8319762283141368,,,-0.0552999283571417,,,,,,,,,,,,,,-0.0838037513184949,,,0.7587929497547626,1.4972796762541036,,,,,,,,,,,-0.4526314780910472,,0.0368095651392776,,,0.4692247975074028,,,0.4992786112880225,1.5907164836217162,,,0.3049637785043627,,,,,,,,,,,,1.2961208424895625,,,0.4902413918006885,,-0.7300416097305257,,,,,,,,,,-0.858467059942593,,,,,,,1.5689555283241494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3495781726675817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,242-0,,0.1292753243276969,,,,,,,,,,-0.4731884233140956,,,-1.097056288944129,,,,,,,,0.8319762283141368,,,-0.0552999283571417,,,,,,,,,,,,,,-0.0838037513184949,,,0.7587929497547626,1.4972796762541036,,,,,,,,,,,-0.434784486602252,,0.0368095651392776,,,0.4692247975074028,,,0.4992786112880225,1.3894032260152156,,,0.320594364179098,,,,,,,,,,,,1.2961208424895625,,,0.7258806045464163,,-0.7300416097305257,,,,,,,,,,-0.858467059942593,,,,,,,1.5689555283241494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3495781726675817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,245-0,,0.0485162593396863,,,,,,,,,,-0.4731884233140956,,,-1.097056288944129,,,,,,,,0.9695797563960284,,,-0.0552999283571417,,,,,,,,,,,,,,-0.1432734077222403,,,0.7587929497547626,1.4972796762541036,,,,,,,,,,,-0.434784486602252,,0.0368095651392776,,,0.4692247975074028,,,0.4916065901770809,1.3894032260152156,,,0.320594364179098,,,,,,,,,,,,1.5417967994691026,,,0.7258806045464163,,-0.5661435944988753,,,,,,,,,,-1.097753893403804,,,,,,,1.5689555283241494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3495781726675817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,246-1,,0.0800557268237308,,,,,,-0.90433847382868,,,,-0.4856939921601164,,,,,-0.2695962840350983,,,,,,0.8754810151543525,,,-0.0534214129099279,,,,,,,,,,,,,,,,,0.7587929497547626,1.4884774413565705,,,,,-0.4961952924410534,,,,,,-0.3105655936688444,,,,,,,,0.4938774646958211,1.5457638047603184,,,0.4773826739654237,,,,,,,,,,,,1.4580828712252794,,,0.645839191123633,,-0.806594744691484,,,,,,,,,,-1.0499319344959264,,,,,,,1.5532407780935302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7895555171468394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
