gen,id,i_j6->o_m2,i_m3->o_m3,i_j6->h_0,h_0->o_m2,i_j7->o_m3,h_0->h_1,h_1->o_m2,h_0->o_m3,i_m3->h_2,h_2->o_m3,h_2->h_3,h_3->o_m3,h_0->h_4,h_4->o_m2,i_j5->o_m3,h_4->h_5,h_5->o_m2,i_j6->h_6,h_6->h_0,h_5->h_7,h_7->o_m2,i_j0->o_m3,i_c->o_m3,h_0->h_8,h_8->h_4,i_j5->o_m2,i_j0->h_9,h_9->o_m3,i_j3->o_m2,i_j7->o_m2,i_j0->o_m2,i_j7->h_0,i_j7->h_1,h_1->h_0,i_j7->h_2,h_2->h_1,h_0->h_3,h_3->h_4,h_4->o_m3,i_j1->o_m2,h_3->h_5,h_5->h_4,h_1->o_m3,i_j4->o_m3,i_j5->h_6,h_6->o_m3,h_3->o_m2,h_6->h_7,h_7->o_m3,i_j0->h_8,h_8->o_m2,h_3->h_9,h_9->o_m2,i_j4->o_m2,i_m3->o_m2,i_j4->h_0,i_c->o_m2,i_j4->h_1,i_c->h_2,h_2->o_m2,i_c->h_3,h_3->h_2,i_j6->o_m3,i_m2->o_m3,i_c->h_5,h_5->h_3,i_j3->o_m3,h_3->h_6,h_6->h_2,h_3->h_7,h_7->h_6,h_6->h_8,h_8->h_2,h_8->h_9,h_9->h_2,i_j1->o_m3,i_j3->h_2,h_1->h_4,i_ca->o_m2,i_j0->h_5,i_ca->h_6,h_6->o_m2,i_m3->h_8,h_8->o_m3,h_7->h_9,i_j2->o_m3,i_j2->h_0,i_j2->h_1,i_j6->h_2,i_j2->h_3,h_3->h_1,h_4->h_1,i_j3->h_5,h_5->o_m3,h_2->h_6,i_j3->h_7,h_7->h_5,i_j2->h_8,h_8->h_3,h_9->h_3,i_m2->o_m2,i_j0->h_0,i_j0->h_1,i_m3->h_3,h_2->h_4,h_0->h_5,i_m2->h_6,i_j5->h_7,h_4->h_8,h_4->h_9,h_9->h_8,h_1->h_2,h_2->h_0,i_j4->h_3,i_j4->h_4,h_4->h_3,h_2->h_5,i_j4->h_7,h_7->h_4,h_1->h_8,i_j7->h_6,i_j7->h_7,h_7->h_8,h_3->h_0,h_4->h_0,i_m3->h_5,h_4->h_6,h_7->h_0,h_3->h_8,i_j2->o_m2,i_j1->h_0,i_j1->h_3,i_j1->h_4,h_0->h_6,h_6->h_1,h_1->h_7,h_8->h_7,h_5->h_9,i_c->h_0,i_m3->h_1,i_j0->h_2,h_1->h_3,i_c->h_4,h_5->h_6,h_6->h_4,h_4->h_7,h_6->h_9,i_j3->h_0,i_j3->h_1,i_ca->o_m3,i_j5->h_5,h_9->h_6,i_m2->h_2,h_9->h_4,h_9->h_5,i_j0->h_7,h_5->h_2,i_c->h_6,i_c->h_7,h_7->h_3,i_m2->h_9,i_j4->h_2,i_ca->h_3,i_j0->h_4,i_ca->h_9,i_j3->h_4,i_m2->h_5,i_j0->h_6,i_m3->h_7,h_2->h_8,i_j4->h_9,i_j3->h_3,i_m3->h_4,h_4->h_2,h_0->h_7,i_j6->h_8,i_j2->h_9,h_4->h_4,h_1->h_5,i_m2->h_3,i_j6->h_5,i_ca->h_2,i_m2->h_4,h_1->h_9,i_j6->h_3,h_0->h_2,i_ca->h_4,i_j6->h_7,h_6->h_3,i_c->h_8,i_j2->h_5
369,367-0,,0.1752857233025626,,,,,-0.1931158785378668,,,,,,,1.072593707619705,0.0163182144284962,,0.6822995636498508,,,,,0.0485681604468065,1.6742727732302858,,,0.5493017433131211,,0.6166431821856583,,,,,,,,,,,-0.3049084487701499,,,,,2.55876068331065,,,,,0.7101263220893901,,,,,,-0.4547625571217012,,,,,,,,,1.943402897254837,,,,,,,,,,,,,,,,,,,,,,0.6911490964781526,,,,,,,,-0.6133976133617536,,,,,,,1.30966625960815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3190584237396554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,367-0,,0.1752857233025626,,,,,-0.1716667493111469,,,,,,,1.1322691176308168,0.0163182144284962,,0.6822995636498508,,,,,0.1971638303844654,1.6742727732302858,,,0.5680737398917239,,0.6166431821856583,,,,,,,,,,,-0.3049084487701499,,,,,2.55876068331065,,,,,,,,,0.6693107300771806,,-0.4547625571217012,,,,,-0.1920015457651396,,,,1.943402897254837,,,,,,,,,,,,,,,,,,,,,,0.6911490964781526,,,,,,,,-0.6133976133617536,,,,,,,1.30966625960815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3190584237396554,,,,,,,,,,,,,,,,,,,,0.7161237300387306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,370-1,,0.2562448561164229,,,,,-0.1483891136030943,,,,,,,1.1008127555448015,0.0185858915976496,,0.7020865340647202,,,,,,,,,0.5845024111198016,,0.6637338698239421,0.5225156946388574,,,,,,,,,,-0.3216206594591951,,,,,2.672739274065936,,,,,,,-0.5575174519823225,,,,-0.4580128747348727,,,,,,,,-0.6360184896040948,1.9315092016001616,,,,,,,,,,,,,,,,,,0.0798299233336778,,,,0.652219123510548,,,,,,,,-0.7002306246542988,,,,,,,1.463718482598607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3365937036328095,,,,,,,,,,,,,,,,,,,,0.3146499369566264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,371-2,,0.2562448561164229,,,,,-0.1483891136030943,,,,,,,1.1008127555448015,0.0185858915976496,,0.7020865340647202,,,,,,,,,0.5845024111198016,,0.6637338698239421,0.5225156946388574,,,,,,,,,,-0.3216206594591951,,,,,2.828127964918297,,,,,,,-0.6021976147637795,,,,-0.4580128747348727,,,,,,,,-0.5300327805355185,2.0380052413239937,,,,,,,,,,,,,,,,,,0.2614100993523504,,,,0.652219123510548,,,,,,,,-0.7002306246542988,,,,,,,1.674566784000589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3365937036328095,,,,,,,,,,,,,,,,,,,,0.3146499369566264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,370-1,,0.1612928816408777,,,,,-0.4721307795898287,,,,,,,,0.0858358919466249,,0.7028029430942694,,,,,,1.757869404468983,,,0.585097229233162,,,,,,,,,,,,,-0.3330874082533551,,,,-0.3439314185120021,2.676865994320746,,,,,-0.6004061488613954,,-0.4985041256420439,,,,-0.5048107094327571,,,,,,,,-0.0782199010713997,1.813390640683609,,,,,,,,,,,,,,,,,,0.0522777728569785,,,,0.4597217248036673,,,,,,,,-0.7033745093445077,,,,,,,1.2929728920795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3372285877301592,,,,,,,,,,,,,,,,,,,,0.2293575526470663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,373-1,,0.1668946316692604,,,,,-0.3591333489157948,,,,,,,0.921973637784606,0.1632963574612258,,,,,,,,1.1428775063162993,,,0.588854148087864,,0.7137650235412427,,,,,,,,,,,-0.2159029792472722,,,,,2.702930690040571,,,,,,,,,,,-0.4610210675547729,,,,,,,,,2.014951332123576,,,-0.3787460959054007,,,,,,,,,,,,,,,0.0327629205962678,,,,0.5305548968951921,,,,,,,,-0.7141527449003723,,,,,,,1.503950185428335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3184666703646893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,374-1,,0.366964740419085,,,,,-0.2366335706860369,,,,,,,,0.0264702950319843,,,,,,,,0.5129712720717488,,,0.6257280512473296,,,,,,,,,,,,,-0.4968452357170636,,,,-0.3439314185120021,2.794304782323682,,,,,,,,,,,-0.4771324938050649,,,,,,,,-0.0782199010713997,1.974146816542323,,,,,,,,,,,,,,,,,,0.151142737547124,,,,,,,,,,,,-0.810529018671351,,,,,,,1.320705498717793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4821934836025376,,,,,,,,,,,,,,,,,,,,0.2622081644831991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,375-0,,,,,,,-0.3591333489157948,,,,,0.3951617817560811,,0.921973637784606,0.1632963574612258,,,,,,,,1.0033720654682812,,,0.588854148087864,,0.7137650235412427,,0.0609641610843088,,,,,,,,,-0.1597639729372597,,,,,2.4181628466308487,,,,,,,,,,,-0.5440466970143312,,,,,-0.6696479992518989,,,,2.014951332123576,,,-0.4859428231802483,,,,,,,,,,,,0.8107299025689834,,,0.0327629205962678,,,,0.2056772596819909,,,,,,,,-0.8830938912784612,,,,,,,2.061920725616727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3184666703646893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,376-0,,,,-0.7523490346283654,,,-0.3591333489157948,,,,,0.1457853200180959,,,0.1632963574612258,,,,,,,,1.0033720654682812,,,0.588854148087864,,0.7137650235412427,,0.0609641610843088,,,,,,,,,-0.1597639729372597,,,,,2.4181628466308487,,,,,,,,,,,-0.5440466970143312,,,,,-0.6696479992518989,,,,2.014951332123576,,,-0.4859428231802483,,,,,,,,,,,,0.8107299025689834,,,0.2213082072720853,,,,-0.0403520822040924,,,,,,,,-1.0247985286210397,,,,,,,2.061920725616727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3184666703646893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,377-2,0.6384421190806886,,,,,,,,,,,,,,0.2532936307450531,,,,,,,,0.9007864988740232,,,0.6013023770256263,,,,,0.8657273481749201,,,,,,,,-0.2619758940857886,-0.280314534203659,,,,2.3449901060644907,,,-0.228836997282456,,,,-0.637967479795279,,,,-0.533123958502963,,,,,,,,,1.9288685631512323,,,,,,,,,,,,-0.1530930033601698,,,0.159115437649909,,,,,,,0.5003033853272776,,,,,,,,-0.6151420582427203,,,,,,,1.6027122238700542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3372285877301592,,,,,,,,,,,,,,,,,,,,0.2537096401655765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,378-1,0.7122609021077817,0.2836789155745582,,,,,-0.9383189078603996,,,,,,,,0.2424983080542074,,0.4691642223922536,,,,0.6346872495951253,1.0131908687228393,1.095258771387551,,,,,,,,,,,,,,,,-0.2619758940857886,-0.280314534203659,,,,2.32946727422946,,,,,-0.6067924778254471,,-0.543339170080659,,,,-0.533123958502963,,,,,0.8859464121423758,,,,2.217825314395349,,,,,,,,,,,,,,,0.1086908269390568,,,,,,,0.4806960698632462,,,,,,,,,,,,,,,1.5931889804646382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6291942284121226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,379-1,0.7122609021077817,0.2836789155745582,,,,,-0.9383189078603996,,,,,,,,,,0.4691642223922536,,,,0.8422613801121736,,1.2333136119927035,,,,,-0.3478019802836185,,,,,,,,,,,-0.2010769272677829,-0.3055565208009977,,,,2.31844769777762,,,,,-0.6067924778254471,,-0.543339170080659,,,,-0.5947634167697827,,,,,0.7264088586309645,,,,2.039435036136568,,,,,,,,,,,,,,,-0.0745270881417467,,,,,,,,,,,,,,,,,,,,,,1.458106539999944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0841248845978668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,379-1,0.7266333422050073,0.304634032408828,,,,,-0.9320899963269008,,,,,,,,0.2424983080542074,,0.4691642223922536,,,,0.6346872495951253,0.6778474180641068,1.095258771387551,,,,,,,,,,,,,,,,-0.1130146678412063,-0.280314534203659,,,,2.32946727422946,,,,,-0.4391214804713132,,-0.4272281120060336,,,,-0.533123958502963,,,,,0.8859464121423758,,,,2.46140231961422,,,,,,,,,,,,,,,,,,,,-0.5826834473662768,,,,,,,,,,,,,,,,,1.4347490093498103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6291942284121226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,381-1,0.6355583743183576,0.4378580756086201,,,,,-0.78933841471494,,,,,,,,0.1279704180696206,,0.4254704865458301,,,,0.585924575417034,,1.2269513536663144,,,,,,,,,,,,,,,,-0.6954227026684937,-0.1707675225003662,,,,2.3811225481399285,,,,,-0.7627487777527531,,-0.5115339956770655,,,,-0.5997050905914251,,,,,0.6891840930347035,,,,2.1845389381115075,,,,,,,,,,,,-0.8482792632932068,,,0.1602430390155314,,,,,,,0.4678329679617893,,,,,,,,,,,,,,,1.4643318152443918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1092444092443084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,382-1,0.6395162683027339,0.2098809991518372,,,0.0358221496381028,,-0.8594336794492307,,,,,,,,,,0.4511823799403673,,,,0.4444562360356769,0.8180613697570158,1.196989869464663,,,,,,,,,,,,,,,,-0.2639896767639937,-0.0158019451447581,,,,2.359811458452806,,,,,-0.5568409723759415,,-0.5519159525562874,,,,-0.4863114876102306,,,,,0.610111200773101,,,,2.206250125565944,,,,,,,,,,,,,,,-0.2440451757228583,,,,,,,0.5654908105166598,,,,,,,,,,,,,,,1.3621993113933557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2275386064047219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,383-0,0.5250527502751222,0.2586975658793561,,,,,-0.835115455586684,,,,,,,0.6910429447916331,,,,,,,0.5615312164557301,0.8991686352169774,1.2075648196192772,,,,,,,,-0.3324201785952263,,,,,,,,-0.336524613777925,-0.1069569331396251,,,,2.312044894824334,,,,,-0.6298613624024154,,-0.5896392969453227,,,,-0.4520144612028663,,,,,0.7226615220747132,,,,2.2125774932233844,,,,,,,,,,,,,,,,,,0.6819667956322932,,,,0.3545798624030064,,,,,,,,,,,,,,,1.2965854534253465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1122651513600539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,384-1,0.7562905581108716,0.2393311995122662,,,,,-0.6100742397711061,,,,,,,0.8397325795425514,,,,,,,0.5768171211302043,0.8991686352169774,1.1364237110064883,,,,,,,,-0.3750148659550508,,,,,,,,-0.3449781874473076,-0.0479053601336327,,,,2.3252720763467574,,,,,-0.8176100224301293,,-0.617250411300612,,,,-0.5475744811409802,,,,,0.9417336199083914,,,,2.228254448178417,,,,,,,,,,,,,,,,,,0.6819667956322932,,,,0.3683584949416134,,,,,,,,,,,,,,,1.2535766104929924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005530007284656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,384-1,0.5250527502751222,0.2586975658793561,,,,,-0.835115455586684,,,,,,,0.6910429447916331,,,,,,,0.5615312164557301,0.952640934623424,1.4429265485271496,,,,,,,,,,,,,,,,-0.1731905427849399,-0.1069569331396251,,,-0.462351515586997,2.312044894824334,,,,,-0.6298613624024154,,-0.5830256617581568,,,,-0.4042540177850846,,,,,0.5993132712394529,,,,2.2125774932233844,,,,,,,,,,,,,,,,,,0.7161847687524965,,,,0.5290444665051472,,,,,,,,,,,,,,,1.2965854534253465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1122651513600539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,386-0,0.5934646142466203,0.2529680131131898,,,,,-0.6986977774348813,,,,,,,0.5772780820936254,,,,,,,0.5660535618328071,0.920226574862573,1.2792055353800424,,,,,,,,,,,,,,,,-0.2765235328250514,-0.1546891932922506,,,-0.462351515586997,2.315958165545535,,,,,-0.7005755050108808,,-0.5952035467234845,,,,-0.4614774064064108,,,,,0.8507369484491203,,,,2.125108146788657,,,,,,,,,,,,,,,,,,0.5936554595135287,,,,0.4273622298004877,,,,,,,,,,,,,,,1.2711247618479615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.077415372921456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,384-1,0.7562905581108716,0.4994571211804061,,,,,-0.919691579522981,,,,,,,0.8397325795425514,,,,,,,0.5430841395430166,,0.8930003080392601,,,,,,,,-0.3750148659550508,,,,,,,,-0.3449781874473076,-0.0479053601336327,,,,2.362035692494258,,,,,-0.6239449416869296,,-0.617250411300612,,,,-0.5475744811409802,,,,,0.7155050600298611,,,,2.228254448178417,,,,,,,,,,,,,,,,,,0.6819667956322932,,,,0.3630592564127887,,,,,,,,,,,,,,,1.2656598146560123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0606855391793322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,388-1,0.6857757311256664,0.4450560396726637,,,,,-0.8239860712408553,,,,,,,0.7260717399988893,,,,,,,,0.920226574862573,1.060253720735099,,,,,,,,,,,,,,,,-0.3153326161552737,-0.0941501006295,,,-0.462351515586997,2.051135819322122,,,,,-0.6571312434907272,,-0.7751895168037587,,-0.6299620072637422,,-0.4803637788243013,,,,,,,,,1.996626333418798,,,,,,,,,,,,,,,,,,0.6437219162263511,,,,0.2683870354105629,,,,,,,,,,,,,,,1.4454300337476589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2642770334884103,,,,,,,,,,,,,,,,,,,,0.0008783506430577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,389-0,0.7562905581108716,0.4994571211804061,,-0.3254746351994617,,,-0.919691579522981,,,,,,,,,,,,,,0.5195435226348717,,0.8930003080392601,,,,,,,,0.8450170981781708,,,,,,,,-0.5227748054790545,-0.0479053601336327,,,,2.366628430955912,,0.6194827605036561,,,-0.6239449416869296,,-0.3885259797608072,,,,-0.4651272720731823,,,,,0.7155050600298611,,,,2.228254448178417,,,,,,,,,,,,,,,,,,0.6819667956322932,,,,0.2872181330454035,,,,,,,,,,,,,,,1.2656598146560123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3399849759473867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,388-2,0.6873308282807841,0.2520933155870348,,,,,-0.6467591178298431,,,,,,,,,,,,,,0.377862922408446,,1.0528663215626008,,,,,,,,,,,,,,,,-0.5847757668350397,-0.026529894060531,,,-0.4187751426684654,2.3429623345362964,,0.8129964440965127,,,-0.6556654410623516,,-0.608124319520595,,,,-0.5215222207266788,,,,,0.7714830255578727,,,,2.185558008965522,,,,,,,,,,,,,,,,,,0.5159499958606341,,,,0.6215983489162534,,,,,,,,,,,,,,,1.3018096541198692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0952995532038932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,391-1,0.5117915258912016,0.3237979070600827,,,,,,,,,,,,0.051119411946386,,,,,,,0.4265490993311276,,0.997931030450886,,,,,,,,1.0194582911821437,,,,,,,,-0.5634701698151957,-0.0338752167185141,,,,2.351094794135657,,0.7403468437131365,,,-0.6034856097163657,,-0.556335662340981,,,,-0.5004495905548154,,,,,0.8940601201367697,,,,2.165069002486032,,,,,,,,,,,,,,,,,,0.6005529637657467,,,,0.5066941607400641,,,,,,,,,,,,,,,1.3439641653234262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1838800057532281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,392-1,0.6458522089131906,0.3593809117549651,,-0.2384329925738593,,,-0.7094494050714266,,,,,,,,,,,,,,0.4633117674241505,1.1027123428775132,0.9624820039581454,,,,,,,,1.011530234989844,,,,,,,,,0.0140196459392844,,,,2.3540456049361937,,0.4111059288517367,,,,,-0.5347253702309492,,,,-0.509932931014441,,,,,0.6979314896616349,,,,2.1618219144107376,,,,,,,,,,,,,,,,,,0.5726410735127103,,,,0.650026455028161,,,,,,,,,,,,,,,1.31621642136307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2154851546476778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,393-2,0.7852856962656298,0.4327373267250932,,-0.3254746351994617,,,,,,-0.4263777061352223,,,,,,,,,,,,1.061018859807282,0.8212434151852755,,,,,,,,0.8721689379888855,,,,,,,,-0.3298387354886538,0.1462099695572849,,,,2.349671757530656,,0.8213092935009372,,,,,-0.6015405359950172,,,,-0.5644869944241411,,,,,,,,0.349601364346765,2.2284677421165475,,,,,,,,,,,,,,,1.0777281322408911,,,0.5611761339983254,,,,0.3598337491852013,,,,,,,,,,,,,,,1.079419838316682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3693524475438531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,393-0,0.7322692665352597,0.3419324624850092,,0.1508459195086513,,,,,,,,0.9646075430973002,,,,,0.5806260863902676,,,,0.4487491778139931,,0.993074117076722,,,,,,,,0.9569528454361204,,,,,,,,-0.4423564229374704,0.0914048650462719,,,0.5003487585093185,2.3521562407678545,,0.5616921020455069,,,,,-0.5622932698829749,,,,-0.5177263022369458,,,,,0.8914431303095528,,,,2.1883102593246813,,,,,,,,,,,,,,,,,,,,,,0.5541387353172436,,,,,,,,,,,,,,,1.1547638836880736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0536626790994706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,395-1,0.4957797820652121,0.289035962183637,,-0.2408304506957589,,,,,,-0.4263777061352223,,,,,,,,,,,,1.2430433020672351,0.856570800745171,,,,,,,,1.0847738781181329,,,,,,,,-0.3784971494634496,0.094710654256715,,,,2.229276666464475,,0.6529693620056815,,,,,-0.5788550024020895,,,,-0.5896017140090194,,,,,,,,0.349601364346765,2.206132182292894,,,,,,,,,,,,,,,1.3188890922735967,,,0.5643370480710815,,,,0.4701278361494311,,,,,,,,,,,,,,,1.182979357151672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1412401436383344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,395-1,0.4957797820652121,0.289035962183637,,-0.0900181451303546,,,,,,-0.4263777061352223,,,,,,,,,,,,1.2430433020672351,0.856570800745171,,,,,,,,1.0847738781181329,,,,,,,,-0.349819309549242,0.094710654256715,,,,2.332745058992681,,,,,,,-0.5788550024020895,,,,-0.4773593546860524,,,,,,,,0.349601364346765,1.9931587308464005,,,,,,,,,,,,,,,1.3188890922735967,,,0.8110498984205354,,-0.5171477985536006,,0.4701278361494311,,,,,,,,,,,,,,,1.182979357151672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1412401436383344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,397-1,0.5979692164326823,0.3949257892511651,,-0.120642971320447,,,0.7874691144798976,,,-0.4263777061352223,,,,,,,,,,,,1.2090573298351757,0.8298841934942964,,,,,,,,1.0209719575862737,,,,,,,,,0.1043261447812,,,,2.2600498777088114,,,-0.5295292348784122,,,,-0.6391691400244172,,,,-0.5161357909016222,,,,,,,,0.2825750265558723,2.0798025739894674,,,,,,,,,,,,,,,1.273861679529635,,,0.714920657795848,,,,,,,,,,,,,,,,,,,1.1760183777115325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1782651003704527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,398-2,0.56073091672975,0.4408589825968859,,-0.2000481018590042,,,0.7874691144798976,,,-0.4825677110140426,,,,,,,,,,,,1.2090573298351757,0.9724518139236128,,,,,,,,0.8920210593306124,,,,,,,,,-0.1108167707999799,,,,2.193319602727913,,,-0.7683035644490583,,,,-0.6514120835723023,,,,-0.5240068761610697,,,,,,,,0.2689695983404551,2.0973900870036584,,,,,,,,,,,,,,,1.409993410446422,,,0.3302773346602211,,,,,,,,,,,,,,,,,,,1.1746053942605004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9837936712624428,,,,,,,,,,,,,,,,,,,,-0.1902452586905527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,399-2,0.5618173366320859,0.3658469990010221,,-0.1285515806304763,,,0.7874691144798976,,,-0.4263777061352223,,,,,,,,,,,,,1.0077903566047766,,,,,,,,0.6561119253564216,,,,,,,,0.5872212364137374,0.1046433723118389,,,,2.198244987478952,,,-0.5295292348784122,,,,,,,,-0.4462637798010964,,,,,,,,0.1084879660219291,2.101404916675739,,,,,,,,,,,,,,,1.4267652006269431,,,0.6639910266549979,,,,,,,,,,,,,,,,,,,1.1346537483269157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1997499291840598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,399-2,0.3959623159387037,0.4388941782720759,,-0.168156202153722,,,0.7874691144798976,,,,,,,,,,,,,,,,0.9663534467778964,,,-0.0385749588463543,,,,,0.9427004515963702,,,,,,,,0.7621869702405705,-0.0170902199366103,,,,2.1961740076435783,,-0.6961742582534791,-0.4229746333922917,,,,,,,,-0.5236701884363059,,,,,,,,0.269551574080686,2.096637776547626,,,,,,,,,,,,,,,1.1563678560688992,,,0.4000463372647145,,,,,,,,,,,,0.8872652201061242,,,,,,,1.1746658349961263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0392847683917555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,401-0,0.3154596496125169,0.4189496169045887,,-0.1573426866656642,,,0.7874691144798976,,,,,,,,,,,,,,,,0.9602231702129258,,,0.171879500151275,,,,,0.864451263799527,,,,,,,,0.4962815736522168,-0.0050000605549836,,,,2.25480101225189,,-0.6961742582534791,-0.4520679510198241,,,,,,,,-0.5025353974331782,,,,,,,,0.2255752967342762,2.163270082629164,,,,,,,,,,,,,,,1.1662695779320211,,,0.4721129263883399,,,,,,,,,,,,0.8872652201061242,,,,,,,1.281435734911006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0392847683917555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
